0,1.0,Revolt 87,"(2619.95, 335.29)",skis,70.0,83.0,"(3266, 418)","(3166.93, 405.29) ","(3805, 487)",3820.0,,,,,,,,,
1,2.0,Revolt88,"(2619.95606, 335.29)",skis,70.0,83.0,"(3268.5180600000003, 418.29)","(3166.93606, 405.29)","(3815.4980600000004, 488.29)","(4085.6475750000004, 522.8625000000001)",,,,,,,,,
2,,,,,,,,,,,0.0,70.0,"(2864.6124, 366.59999999999997)",kanjo2020,"(2291.68992, 293.28)",skis,"(2838.66992, 363.28)","(2291.68992, 293.28)","(2838.66992, 363.28)"
